5.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,6.842105263157894512e+01,1.000000000000000000e+02,5.000000000000000000e+01,7.500000000000000000e+01,7.500000000000000000e+01,3.055555555555555713e+01,0.000000000000000000e+00,4.756097560975609895e+01,3.745410036719706426e+01,5.291479820627802155e+01,6.875000000000000000e+01,1.000000000000000000e+00
-1.000000000000000000e+00,-6.000000000000000000e+00,4.300000000000000000e+01,3.636363636363636687e+01,4.285714285714285410e+01,3.333333333333332860e+01,0.000000000000000000e+00,5.000000000000000000e+01,3.500000000000000000e+01,5.000000000000000000e+01,4.756097560975609895e+01,4.014227642276422614e+01,5.022421524663677417e+01,6.666666666666665719e+01,0.000000000000000000e+00
-1.000000000000000000e+00,-6.000000000000000000e+00,6.400000000000000000e+01,6.190476190476190510e+01,6.000000000000000000e+01,8.000000000000000000e+01,7.142857142857143060e+01,0.000000000000000000e+00,3.888888888888889284e+01,5.000000000000000000e+01,5.000000000000000000e+01,6.905901116427432385e+01,5.024875621890547706e+01,6.111111111111111427e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+00,3.900000000000000000e+01,4.000000000000000000e+01,3.750000000000000000e+01,6.000000000000000000e+01,4.444444444444444287e+01,2.500000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+02,4.833333333333333570e+01,3.348581884720951507e+01,4.975609756097561132e+01,5.454545454545453964e+01,0.000000000000000000e+00
1.000000000000000000e+00,-1.000000000000000000e+00,5.100000000000000000e+01,7.500000000000000000e+01,8.333333333333334281e+01,7.500000000000000000e+01,8.333333333333334281e+01,0.000000000000000000e+00,5.428571428571428470e+01,2.000000000000000000e+01,5.058139534883721211e+01,5.537757437070938238e+01,4.813084112149532956e+01,4.571428571428571530e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,7.428571428571429180e+01,7.000000000000000000e+01,9.090909090909090651e+01,8.333333333333334281e+01,0.000000000000000000e+00,6.000000000000000000e+01,2.222222222222222143e+01,5.786163522012578397e+01,7.916207276736494691e+01,4.902912621359223522e+01,4.000000000000000000e+01,0.000000000000000000e+00
-1.000000000000000000e+00,-4.000000000000000000e+00,5.200000000000000000e+01,6.428571428571429180e+01,6.666666666666665719e+01,7.142857142857143060e+01,3.000000000000000000e+01,6.250000000000000000e+01,5.833333333333333570e+01,2.500000000000000000e+01,5.089820359281437590e+01,5.353260869565217206e+01,4.859813084112149539e+01,3.571428571428571530e+01,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,5.400000000000000000e+01,4.400000000000000000e+01,5.000000000000000000e+01,2.222222222222222143e+01,5.454545454545453964e+01,6.666666666666665719e+01,4.358974358974359120e+01,6.666666666666665719e+01,5.000000000000000000e+01,5.435294117647059409e+01,5.073170731707317316e+01,5.555555555555555713e+01,1.000000000000000000e+00
-1.000000000000000000e+00,-4.000000000000000000e+00,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,6.666666666666665719e+01,5.555555555555555713e+01,2.500000000000000000e+01,4.864864864864865268e+01,4.000000000000000000e+01,5.000000000000000000e+01,5.219512195121951237e+01,4.953703703703703809e+01,5.454545454545453964e+01,0.000000000000000000e+00
-1.000000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+01,6.756756756756756488e+01,6.923076923076922640e+01,7.777777777777778567e+01,8.888888888888888573e+01,3.333333333333332860e+01,6.071428571428570820e+01,2.500000000000000000e+01,5.176470588235294912e+01,6.792237442922373702e+01,5.092592592592593093e+01,4.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,-2.000000000000000000e+00,5.200000000000000000e+01,7.692307692307693401e+01,6.666666666666665719e+01,1.000000000000000000e+02,7.777777777777778567e+01,1.000000000000000000e+02,5.937500000000000000e+01,2.500000000000000000e+01,5.146198830409356617e+01,5.444096133751305899e+01,4.881516587677725028e+01,3.870967741935483986e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,5.200000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+02,6.666666666666665719e+01,5.454545454545453964e+01,1.000000000000000000e+02,5.227272727272727337e+01,0.000000000000000000e+00,5.153374233128834447e+01,5.429687500000000000e+01,4.975609756097561132e+01,4.651162790697674154e+01,1.000000000000000000e+00
