-8.372183582789214373e-01,1.309228104295801831e+00,-7.511419391733228368e-01,1.348147054228177322e-01,-1.288125685945044063e-01,9.934111341242960469e-01,2.830438330731575580e-01,-1.503075411464962929e+00,-2.369982566855621364e+00,-9.550954449366040599e-02,-5.154077686190695617e-01,-4.951728225993123345e-01,5.060124275976385366e-01,2.267407314853837175e+00
-1.674436716557842764e-01,6.298448717963587296e-01,4.584861840343930628e-01,-1.276034117062013307e+00,-1.183975243114252285e+00,-2.130967125784078153e-01,-9.739553246719154789e-01,-5.068070517426617183e-01,1.233550960894346904e+00,1.439206428683346584e+00,6.661918314385987250e-01,5.547114294477095697e-01,7.073564017619118349e-01,-1.099673415492172568e+00
-1.674436716557842764e-01,-7.289215932025275846e-01,2.723895496947444372e-01,1.359617529338221109e+00,3.922554188226550220e-01,1.682844189382983302e+00,1.104283282799938704e+00,1.485729667701941370e+00,8.092398652580413687e-01,-5.140684462692076684e-01,6.425124807360396151e-01,3.768782585819078212e-01,-1.085555914672594602e+00,-9.072688023295435444e-01
-1.674436716557842764e-01,-3.892299769528059228e-01,1.016776087053338884e+00,-5.008424563560619491e-01,-1.040681546574533600e+00,4.188835880753888907e-01,1.230621220874206917e-01,-8.672871881510833478e-03,8.632430956117529419e-01,1.439206428683346584e+00,6.482221466598814263e-01,9.637016542036173083e-01,2.695262699989536478e-02,-8.727614532297243155e-01
1.841880388213627207e+00,1.309228104295801831e+00,1.109824404223163086e+00,1.027392531892812988e+00,7.504896601719526217e-01,1.682844189382983302e+00,9.869633614103983099e-01,-7.558741416732368545e-01,3.315189813598241053e-01,3.230493572818868842e-01,8.354991889618920142e-01,9.722163141557211841e-01,4.917829285699836239e-01,-9.848226771377779909e-02
-1.506993044902058543e+00,-7.289215932025275846e-01,3.654378668645687500e-01,1.411296973385284259e+00,-7.540941534950955649e-01,1.682844189382983302e+00,8.909743348189566037e-01,7.385283979102152951e-01,-4.477318757335198018e-01,-2.350291784188429933e-01,6.540685710489646532e-01,5.538931838784753037e-01,1.172022394282310254e+00,1.827033312367503659e-01
-1.674436716557842764e-01,-4.953836070308439282e-02,-1.030286890682795775e+00,-1.402002761926729901e+00,-1.613856332733408783e+00,4.188835880753888907e-01,6.350035972417774621e-01,-8.672871881510833478e-03,-8.085900476315408371e-04,1.327590721543200347e+00,-1.396592360895597462e+00,-1.198187970845896011e+00,4.740751075577894214e-01,1.867839851560903347e-02
-8.372183582789214373e-01,-2.087688058201413455e+00,-5.650453048336742112e-01,-1.092806997258787938e+00,-6.312709850324795813e-01,-8.450770132322050765e-01,-2.180674516107185212e+00,-8.672871881510833478e-03,-1.296886118536708210e+00,3.230493572818868842e-01,-6.448500729168960000e-01,-5.969435667660668576e-01,2.374811492356785070e-01,1.385552837858452735e+00
1.172105701590489879e+00,-4.953836070308439282e-02,-1.928520361543770156e-01,-5.202222478737109634e-01,7.504896601719526217e-01,-4.839454128586067050e-01,5.070182284531885575e-01,-1.503075411464962929e+00,-2.065351818712950205e-01,-1.351186249820302221e+00,-3.654435749658597188e-01,-1.670269807150903119e-01,1.070238414968314844e+00,2.139461755645872820e-01
-1.674436716557842764e-01,-7.289215932025275846e-01,2.412500844600703243e+00,1.584673172768980232e+00,1.395311294600687591e+00,1.050863888729186568e+00,1.230621220874206917e-01,-8.672871881510833478e-03,2.325484409804558616e+00,-1.351186249820302221e+00,2.083400970986722722e+00,2.118552823834748189e+00,-1.466088871682827532e+00,-2.373351870334368563e+00
1.172105701590489879e+00,-4.953836070308439282e-02,-9.372385735129713513e-01,-1.188403755416992391e+00,3.922554188226550220e-01,-1.350661253755242486e+00,-1.124795223601324112e+00,-8.672871881510833478e-03,-1.497830186095945038e-01,-5.140684462692076684e-01,-6.754157355658192419e-01,-1.074547810344760768e+00,-2.089662697768862043e-01,1.705533362203691949e-01
-1.674436716557842764e-01,6.298448717963587296e-01,-5.468938338706220287e-02,-4.698347899278240147e-01,3.922554188226550220e-01,-6.870819380687556155e-01,-1.242115144990864284e+00,-5.068070517426617183e-01,-9.977913042699977364e-01,-5.140684462692076684e-01,-2.524633786613464381e-01,-9.787699253200331240e-02,-1.150950681996709690e+00,1.157740431301312434e+00
-1.674436716557842764e-01,-4.953836070308439282e-02,-1.030286890682795775e+00,-6.713846217113710324e-01,5.355491153623742617e-01,-8.450770132322050765e-01,-3.705957289542805566e-01,1.485729667701941370e+00,-7.863101224652534471e-01,-7.931077141195725932e-01,-1.260515390444707284e+00,-9.719920590988615494e-01,1.499185184934428872e+00,6.862217293574636168e-01
5.023310149673528846e-01,2.901532555466371233e-01,6.445828183740422990e-01,8.546355332212007827e-01,3.922554188226550220e-01,4.188835880753888907e-01,4.590237151574676489e-01,-8.672871881510833478e-03,-7.208516614304515402e-01,-9.550954449366040599e-02,5.482895584845934867e-01,6.070937290141200648e-01,-1.893969603668288482e-01,7.642462745207971864e-01
-1.674436716557842764e-01,6.298448717963587296e-01,-1.588576793701741430e+00,-1.092806997258787938e+00,-1.040681546574533600e+00,-1.161067163559103443e+00,-1.476754987769944627e+00,-8.672871881510833478e-03,-7.456807328574456273e-01,1.160167160832981548e+00,-1.928607904171664833e+00,-1.509336059072500458e+00,1.058773735979650743e+00,7.780530870394108955e-01
