5.000000000000000000e+00,4.000000000000000000e+01,1.300000000000000000e+01,7.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,7.800000000000000000e+01,3.060000000000000000e+02,1.180000000000000000e+02,2.200000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,2.000000000000000000e+00,8.600000000000000000e+01,5.110000000000000000e+02,1.050000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,4.300000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,7.800000000000000000e+01,3.950000000000000000e+02,1.120000000000000000e+02,1.200000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,3.000000000000000000e+00,8.600000000000000000e+01,5.890000000000000000e+02,1.110000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.400000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+00,8.600000000000000000e+01,4.330000000000000000e+02,1.010000000000000000e+02,2.200000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000000e+01,2.000000000000000000e+00,8.600000000000000000e+01,1.940000000000000000e+02,1.000000000000000000e+02,1.400000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,3.900000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+00,8.700000000000000000e+01,3.660000000000000000e+02,1.020000000000000000e+02,1.200000000000000000e+01,3.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,9.300000000000000000e+01,7.270000000000000000e+02,1.030000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.100000000000000000e+01,1.200000000000000000e+01,5.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00,8.700000000000000000e+01,4.840000000000000000e+02,1.030000000000000000e+02,1.600000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,8.500000000000000000e+01,3.900000000000000000e+02,1.110000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,7.200000000000000000e+01,2.600000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+01,2.000000000000000000e+00,9.200000000000000000e+01,7.180000000000000000e+02,1.010000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,6.700000000000000000e+01,1.890000000000000000e+02,1.050000000000000000e+02,1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.200000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+00,8.500000000000000000e+01,3.940000000000000000e+02,1.040000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,6.000000000000000000e+00,8.200000000000000000e+01,3.420000000000000000e+02,1.100000000000000000e+02,1.800000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,5.400000000000000000e+01,1.100000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000000e+01,2.000000000000000000e+00,8.400000000000000000e+01,4.620000000000000000e+02,1.040000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00,8.400000000000000000e+01,3.880000000000000000e+02,1.010000000000000000e+02,1.600000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.800000000000000000e+01,2.000000000000000000e+00,8.300000000000000000e+01,4.280000000000000000e+02,1.070000000000000000e+02,1.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.900000000000000000e+01,3.000000000000000000e+00,8.300000000000000000e+01,3.920000000000000000e+02,1.090000000000000000e+02,1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+01,2.500000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,3.000000000000000000e+00,8.800000000000000000e+01,5.950000000000000000e+02,1.100000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.200000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,8.200000000000000000e+01,2.810000000000000000e+02,1.060000000000000000e+02,1.500000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.200000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00,8.800000000000000000e+01,5.210000000000000000e+02,1.030000000000000000e+02,1.200000000000000000e+01,1.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,3.000000000000000000e+00,8.300000000000000000e+01,4.360000000000000000e+02,1.080000000000000000e+02,1.900000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,5.200000000000000000e+01,1.500000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,2.300000000000000000e+01,0.000000000000000000e+00,8.400000000000000000e+01,4.170000000000000000e+02,1.020000000000000000e+02,2.000000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,3.000000000000000000e+00,7.900000000000000000e+01,3.510000000000000000e+02,1.030000000000000000e+02,2.300000000000000000e+01,1.000000000000000000e+00
3.000000000000000000e+00,6.100000000000000000e+01,1.500000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000000e+01,2.000000000000000000e+00,8.900000000000000000e+01,5.440000000000000000e+02,1.020000000000000000e+02,1.700000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,2.000000000000000000e+00,8.200000000000000000e+01,3.170000000000000000e+02,1.000000000000000000e+02,1.800000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.100000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,5.000000000000000000e+00,8.200000000000000000e+01,3.260000000000000000e+02,1.030000000000000000e+02,1.400000000000000000e+01,2.000000000000000000e+00,1.700000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,9.100000000000000000e+01,4.920000000000000000e+02,1.050000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.100000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,8.200000000000000000e+01,3.520000000000000000e+02,9.300000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,1.400000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,2.000000000000000000e+00,8.700000000000000000e+01,5.650000000000000000e+02,1.010000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.700000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+00,8.800000000000000000e+01,5.520000000000000000e+02,1.100000000000000000e+02,8.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.100000000000000000e+01,3.000000000000000000e+00,8.100000000000000000e+01,3.280000000000000000e+02,1.070000000000000000e+02,1.500000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,4.700000000000000000e+01,1.100000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.600000000000000000e+01,3.800000000000000000e+02,1.150000000000000000e+02,1.100000000000000000e+01,1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,8.100000000000000000e+01,4.380000000000000000e+02,1.100000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000000e+01,4.000000000000000000e+00,7.600000000000000000e+01,3.870000000000000000e+02,1.050000000000000000e+02,1.900000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,7.700000000000000000e+01,4.660000000000000000e+02,1.070000000000000000e+02,2.300000000000000000e+01,1.000000000000000000e+00
